unit_id,equipment_type,timestamp,vibration_mm_s,temperature_c,current_a,rpm,pressure_bar,hours_since_maintenance,days_to_failure,failure_mode,will_fail_7d,will_fail_14d,is_failure_event,failure_risk_score
EQ-001,Centrifugal Pump,2025-01-21 06:00:00,1.996,43.13,17.36,1749.4,5.824,1409.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-21 12:00:00,1.834,42.49,16.86,1751.2,5.82,1415.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-21 18:00:00,1.969,43.14,17.78,1759.6,5.761,1421.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-22 00:00:00,1.923,42.81,17.56,1751.4,5.791,1427.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-22 06:00:00,2.011,42.76,17.42,1746.7,5.767,1433.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-22 12:00:00,2.025,43.51,17.4,1743.5,5.78,1439.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-22 18:00:00,1.818,42.59,17.05,1752.8,5.791,1445.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-23 00:00:00,2.131,43.83,17.77,1748.9,5.723,1451.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-23 06:00:00,1.926,43.1,17.16,1748.2,5.691,1457.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-23 12:00:00,1.99,42.77,17.27,1759.3,5.806,1463.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-23 18:00:00,1.791,43.01,17.05,1753.0,5.763,1469.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-24 00:00:00,1.813,42.31,17.17,1749.6,5.743,1475.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-24 06:00:00,1.98,43.26,17.15,1760.5,5.805,1481.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-24 12:00:00,1.902,43.53,17.03,1753.8,5.658,1487.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-24 18:00:00,1.882,42.94,17.36,1743.6,5.716,1493.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-25 00:00:00,1.908,43.15,16.99,1742.8,5.816,1499.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-25 06:00:00,1.947,42.38,17.16,1748.6,5.826,1505.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-25 12:00:00,1.883,42.99,17.0,1741.0,5.805,1511.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-25 18:00:00,1.902,42.6,17.3,1750.7,5.773,1517.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-26 00:00:00,1.98,43.63,17.1,1748.4,5.703,1523.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-26 06:00:00,1.786,42.89,17.2,1738.9,5.86,1529.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-26 12:00:00,1.909,44.19,17.11,1749.8,5.808,1535.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-26 18:00:00,1.919,42.46,17.25,1744.8,5.817,1541.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-27 00:00:00,1.787,43.35,17.36,1750.0,5.805,1547.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-27 06:00:00,1.996,42.5,17.44,1754.0,5.815,1553.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-27 12:00:00,1.969,43.55,17.53,1752.8,5.855,1559.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-27 18:00:00,1.832,43.26,16.86,1752.2,5.843,1565.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-28 00:00:00,1.841,42.95,17.05,1757.7,5.782,1571.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-28 06:00:00,1.919,42.86,17.66,1746.2,5.886,1577.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-28 12:00:00,1.888,42.95,17.31,1756.4,5.767,1583.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-28 18:00:00,1.822,41.99,17.14,1747.9,5.776,1589.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-29 00:00:00,1.936,42.87,17.28,1744.7,5.851,1595.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-29 06:00:00,1.849,42.83,17.09,1756.9,5.724,1601.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-29 12:00:00,1.833,43.24,16.65,1750.1,5.83,1607.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-29 18:00:00,1.99,42.41,17.36,1747.0,5.719,1613.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-30 00:00:00,1.8,43.72,17.68,1740.9,5.785,1619.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-30 06:00:00,1.958,42.83,17.3,1749.4,5.789,1625.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-30 12:00:00,1.854,42.99,17.24,1757.6,5.708,1631.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-30 18:00:00,1.84,43.27,16.58,1745.0,5.785,1637.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-31 00:00:00,1.783,43.15,16.9,1734.1,5.793,1643.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-31 06:00:00,1.75,43.16,17.1,1758.5,5.755,1649.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-31 12:00:00,1.734,43.01,17.06,1752.2,5.806,1655.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-01-31 18:00:00,1.948,42.86,17.89,1757.5,5.754,1661.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-01 00:00:00,1.959,43.08,17.36,1754.5,5.766,1667.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-01 06:00:00,2.085,43.19,17.51,1750.7,5.758,1673.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-01 12:00:00,1.885,42.83,17.24,1749.0,5.836,1679.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-01 18:00:00,1.918,42.57,17.37,1751.5,5.828,1685.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-02 00:00:00,1.905,43.52,16.96,1751.5,5.771,1691.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-02 06:00:00,1.943,42.86,17.0,1748.6,5.831,1697.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-02 12:00:00,1.964,42.93,17.28,1753.8,5.738,1703.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-02 18:00:00,1.889,44.12,16.72,1765.9,5.855,1709.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-03 00:00:00,1.855,43.22,17.38,1753.6,5.874,1715.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-03 06:00:00,1.881,43.87,17.54,1750.8,5.66,1721.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-03 12:00:00,2.008,42.51,17.52,1746.9,5.74,1727.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-03 18:00:00,1.868,43.03,17.2,1744.2,5.774,1733.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-04 00:00:00,1.989,42.09,17.53,1750.1,5.683,1739.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-04 06:00:00,1.936,42.16,16.9,1755.2,5.829,1745.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-04 12:00:00,2.031,43.79,16.75,1748.8,5.733,1751.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-04 18:00:00,1.974,42.7,17.38,1749.0,5.808,1757.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-05 00:00:00,1.858,42.48,17.82,1745.1,5.743,1763.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-05 06:00:00,1.899,43.69,16.85,1753.7,5.783,1769.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-05 12:00:00,1.866,43.35,17.46,1754.9,5.841,1775.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-05 18:00:00,1.908,43.84,17.37,1750.6,5.813,1781.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-06 00:00:00,1.904,42.65,17.26,1741.9,5.723,1787.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-06 06:00:00,1.727,44.0,17.36,1747.5,5.765,1793.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-06 12:00:00,2.029,43.23,16.98,1740.1,5.802,1799.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-06 18:00:00,1.822,43.43,17.32,1751.0,5.825,1805.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-07 00:00:00,1.885,42.32,17.13,1752.3,5.719,1811.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-07 06:00:00,1.846,42.31,17.19,1737.7,5.752,1817.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-07 12:00:00,1.803,43.18,17.56,1751.0,5.741,1823.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-07 18:00:00,1.937,42.71,17.44,1761.2,5.77,1829.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-08 00:00:00,2.01,43.3,17.46,1758.6,5.696,1835.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-08 06:00:00,1.847,43.58,17.4,1746.3,5.756,1841.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-08 12:00:00,1.966,42.5,16.82,1750.1,5.777,1847.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-08 18:00:00,2.002,43.91,16.79,1751.0,5.733,1853.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-09 00:00:00,1.854,43.87,16.74,1743.9,5.766,1859.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-09 06:00:00,1.908,42.85,17.56,1741.9,5.658,1865.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-09 12:00:00,1.891,42.81,16.78,1745.4,5.68,1871.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-09 18:00:00,1.912,43.12,17.4,1740.0,5.804,1877.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-10 00:00:00,1.903,44.07,17.6,1746.7,5.761,1883.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-10 06:00:00,1.875,42.87,17.05,1755.3,5.819,1889.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-10 12:00:00,2.004,42.96,16.91,1755.5,5.796,1895.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-10 18:00:00,1.914,43.57,17.76,1746.8,5.707,1901.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-11 00:00:00,1.829,43.42,16.71,1756.7,5.793,1907.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-11 06:00:00,1.908,41.62,17.13,1751.6,5.804,1913.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-11 12:00:00,1.947,42.74,16.5,1761.8,5.798,1919.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-11 18:00:00,1.858,42.77,17.31,1746.6,5.754,1925.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-12 00:00:00,1.695,42.6,17.1,1753.0,5.808,1931.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-12 06:00:00,1.884,43.37,17.51,1749.2,5.747,1937.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-12 12:00:00,1.945,43.17,17.42,1757.8,5.85,1943.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-12 18:00:00,1.842,42.58,17.56,1746.2,5.819,1949.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-13 00:00:00,1.999,43.08,17.47,1742.8,5.719,1955.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-13 06:00:00,2.005,43.53,17.16,1766.1,5.733,1961.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-13 12:00:00,1.838,43.61,17.3,1756.4,5.798,1967.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-13 18:00:00,1.875,42.99,17.06,1748.0,5.792,1973.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-14 00:00:00,1.917,42.56,17.56,1757.2,5.862,1979.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-14 06:00:00,1.697,44.44,16.89,1748.8,5.786,1985.7,,,0,0,0,0.002882836068649952
EQ-001,Centrifugal Pump,2025-02-14 12:00:00,1.879,43.44,17.47,1743.9,5.731,1991.7,,,0,0,0,0.002269416510425544
EQ-001,Centrifugal Pump,2025-02-14 18:00:00,1.869,43.22,16.81,1751.9,5.675,1997.7,,,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-15 00:00:00,1.749,43.85,17.32,1750.7,5.862,3.7,20.85,Bearing Wear,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-15 06:00:00,1.841,42.75,17.42,1751.0,5.759,9.7,20.6,Bearing Wear,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-15 12:00:00,1.89,43.05,17.41,1740.0,5.679,15.7,20.35,Bearing Wear,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-15 18:00:00,1.917,43.24,17.2,1746.9,5.84,21.7,20.1,Bearing Wear,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-16 00:00:00,2.084,44.12,17.14,1749.3,5.71,27.7,19.85,Bearing Wear,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-16 06:00:00,1.921,43.0,17.59,1737.3,5.787,33.7,19.6,Bearing Wear,0,0,0,0.008194169701960664
EQ-001,Centrifugal Pump,2025-02-16 12:00:00,2.0,43.2,17.7,1746.5,5.784,39.7,19.35,Bearing Wear,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-16 18:00:00,2.088,43.75,17.04,1750.4,5.753,45.7,19.1,Bearing Wear,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-17 00:00:00,1.914,42.86,17.34,1755.5,5.822,51.7,18.85,Bearing Wear,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-17 06:00:00,2.148,43.48,17.46,1760.7,5.8,57.7,18.6,Bearing Wear,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-17 12:00:00,2.022,44.41,17.07,1745.1,5.876,63.7,18.35,Bearing Wear,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-17 18:00:00,2.079,43.16,17.71,1751.6,5.812,69.7,18.1,Bearing Wear,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-18 00:00:00,2.311,44.31,17.46,1746.6,5.724,75.7,17.85,Bearing Wear,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-18 06:00:00,2.109,44.88,17.86,1740.0,5.705,81.7,17.6,Bearing Wear,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-18 12:00:00,2.084,43.87,17.58,1742.7,5.757,87.7,17.35,Bearing Wear,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-18 18:00:00,2.129,44.53,17.84,1750.4,5.874,93.7,17.1,Bearing Wear,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-19 00:00:00,2.239,44.27,18.1,1741.8,5.798,99.7,16.85,Bearing Wear,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-19 06:00:00,2.243,44.78,17.5,1742.1,5.814,105.7,16.6,Bearing Wear,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-19 12:00:00,2.167,44.68,17.35,1739.0,5.802,111.7,16.35,Bearing Wear,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-19 18:00:00,2.164,45.35,17.43,1745.5,5.798,117.7,16.1,Bearing Wear,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-20 00:00:00,2.432,44.95,17.31,1741.6,5.823,123.7,15.85,Bearing Wear,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-20 06:00:00,2.203,45.32,17.64,1738.2,5.767,129.7,15.6,Bearing Wear,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-20 12:00:00,2.224,45.44,18.29,1743.5,5.841,135.7,15.35,Bearing Wear,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-20 18:00:00,2.557,45.54,17.56,1726.9,5.84,141.7,15.1,Bearing Wear,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-21 00:00:00,2.547,45.19,17.94,1744.0,5.762,147.7,14.85,Bearing Wear,0,0,0,0.0
EQ-001,Centrifugal Pump,2025-02-21 06:00:00,2.511,45.55,17.99,1738.2,5.819,153.7,14.6,Bearing Wear,0,0,0,0.001927613164752437
